Nº	Códice	Fecha Inicio Códice	Fecha Fin Códice	Lugar	Copista/Impresor	Biblioteca	Obra	Fecha Inicio Obra	Fecha Fin Obra	Título	Autor	Traductor	Folio	Contexto previo	Término Buscado <Lema> [Etiqueta]	Contexto posterior
137	BDS	1495-05-16	1495-05-16	Sevilla	Meinardo Ungut y Estanislao Polono	Madrid: Biblioteca Nacional de España  [INC/187]	HSMS-0094-0001	1250 ca.	1250 ca.	Bocados de oro	al-Mubashshir ibn Fatik, Abu al-Wafa	desconocido	34v-a(25)	puede ser sin tuerto & nos no queremos fazer tuerto vno a otro & nuestras	huesas <fosa> [NCFP000]	 son puestas ante nuestras puertas porque son nuestras ciertas casas & auemos de yr a
138	DHL	1495	1495	Salamanca	Impresor de la Gramática de Nebrija	Madrid: Biblioteca Nacional de España  [INC/1778 (2)]	HSMS-0120-0001	1495 ad quem	1495 ad quem	Dictionarium hispano-latinum	Antonio de Nebrija		11r-a(31)	de concħa conchile is. Almena de torre o muro pinna ae. Almenara de	huegos <fuego·PUNCT> [NCMP000·PUNCT]	 ignes nocturni. Almenara de açofar lucerna polymyxos. Almendro arbol conocido amygdalus i .
139	DHL	1495	1495	Salamanca	Impresor de la Gramática de Nebrija	Madrid: Biblioteca Nacional de España  [INC/1778 (2)]	HSMS-0120-0001	1495 ad quem	1495 ad quem	Dictionarium hispano-latinum	Antonio de Nebrija		13v-a(3)	. biij. ap Apacentar ganado pasco is ui. Apacentamiento pastio onis. Apagar	huego <fuego·PUNCT> [NCMS000·PUNCT]	 restinguo is. Apagamiento de huego restinctio onis. Aparar o aparejar paro as aui
140	DHL	1495	1495	Salamanca	Impresor de la Gramática de Nebrija	Madrid: Biblioteca Nacional de España  [INC/1778 (2)]	HSMS-0120-0001	1495 ad quem	1495 ad quem	Dictionarium hispano-latinum	Antonio de Nebrija		13v-a(4)	pasco is ui. Apacentamiento pastio onis. Apagar huego restinguo is. Apagamiento de	huego <fuego·PUNCT> [NCMS000·PUNCT]	 restinctio onis. Aparar o aparejar paro as aui. Aparejar assi praeparo apparo as
141	DHL	1495	1495	Salamanca	Impresor de la Gramática de Nebrija	Madrid: Biblioteca Nacional de España  [INC/1778 (2)]	HSMS-0120-0001	1495 ad quem	1495 ad quem	Dictionarium hispano-latinum	Antonio de Nebrija		19v-a(37)	con resplandor candidus a um Blanco un poco assi candidulus a um. Blanco por	huego <fuego·PUNCT> [NCMS000·PUNCT]	 candens tis. Blancor o blancura albedo inis albitudo. Blancura assi albor oris albicies
142	DHL	1495	1495	Salamanca	Impresor de la Gramática de Nebrija	Madrid: Biblioteca Nacional de España  [INC/1778 (2)]	HSMS-0120-0001	1495 ad quem	1495 ad quem	Dictionarium hispano-latinum	Antonio de Nebrija		20v-a(34)	cosa no ingeniosa tardus a um. Boton de vestidura condylus i. Boton de	huego <fuego·PUNCT> [NCMS000·PUNCT]	 cauterium ij. Boton de arbol cuando ecħa gemma ae. Botor buva o deviesso
143	DHL	1495	1495	Salamanca	Impresor de la Gramática de Nebrija	Madrid: Biblioteca Nacional de España  [INC/1778 (2)]	HSMS-0120-0001	1495 ad quem	1495 ad quem	Dictionarium hispano-latinum	Antonio de Nebrija		21r-a(4)	al bramido de otro affremo is. Bramido enesta manera affremitus us. Brasa de	huego <fuego·PUNCT> [NCMS000·PUNCT]	 pruna ae. Brasero destas brasas prunarium ij. Brasil arbol & madera cotinus i
144	DHL	1495	1495	Salamanca	Impresor de la Gramática de Nebrija	Madrid: Biblioteca Nacional de España  [INC/1778 (2)]	HSMS-0120-0001	1495 ad quem	1495 ad quem	Dictionarium hispano-latinum	Antonio de Nebrija		34r-a(10)	el juizio de aqueste censura ae. Centauro medio cavallo centaurus i. Centella de	huego <fuego·PUNCT> [NCMS000·PUNCT]	 scintilla ae. Centellear ecħar centellas scintillo as. Centella pequeña scintillula ae. Centeno
145	DHL	1495	1495	Salamanca	Impresor de la Gramática de Nebrija	Madrid: Biblioteca Nacional de España  [INC/1778 (2)]	HSMS-0120-0001	1495 ad quem	1495 ad quem	Dictionarium hispano-latinum	Antonio de Nebrija		37r-a(2)	Declinar las palabras declino as. de Declinacion delas palabras declinatio onis. Declinar la	hiebre <fiebre·PUNCT> [NCFS000·PUNCT]	 febris remittitur. Declinacion de hiebre febris remissio. Decoro saber en habito teneo memoria
146	DHL	1495	1495	Salamanca	Impresor de la Gramática de Nebrija	Madrid: Biblioteca Nacional de España  [INC/1778 (2)]	HSMS-0120-0001	1495 ad quem	1495 ad quem	Dictionarium hispano-latinum	Antonio de Nebrija		37r-a(3)	de Declinacion delas palabras declinatio onis. Declinar la hiebre febris remittitur. Declinacion de	hiebre <fiebre·PUNCT> [NCFS000·PUNCT]	 febris remissio. Decoro saber en habito teneo memoria. Decoro dezir en obra memoriter
147	DHL	1495	1495	Salamanca	Impresor de la Gramática de Nebrija	Madrid: Biblioteca Nacional de España  [INC/1778 (2)]	HSMS-0120-0001	1495 ad quem	1495 ad quem	Dictionarium hispano-latinum	Antonio de Nebrija		42v-b(48)	Dioses delos gentiles dij gentium falsi. Dios del cielo iupiter iouis. Dios del	huego <fuego·PUNCT> [NCMS000·PUNCT]	 idem iupiter. di Diosa del aire muger deste iuno onis. Dios delos vientos
148	DHL	1495	1495	Salamanca	Impresor de la Gramática de Nebrija	Madrid: Biblioteca Nacional de España  [INC/1778 (2)]	HSMS-0120-0001	1495 ad quem	1495 ad quem	Dictionarium hispano-latinum	Antonio de Nebrija		43r-a(18)	Dios del saber & artes mercurius ij. Diosa delas artes minerua. Dios de	huego <fuego> [NCMS000]	 & herreros uulcanus i. Diosa del huego & castidad uesta ae. Dios dela
149	DHL	1495	1495	Salamanca	Impresor de la Gramática de Nebrija	Madrid: Biblioteca Nacional de España  [INC/1778 (2)]	HSMS-0120-0001	1495 ad quem	1495 ad quem	Dictionarium hispano-latinum	Antonio de Nebrija		43r-a(19)	Diosa delas artes minerua. Dios de huego & herreros uulcanus i. Diosa del	huego <fuego> [NCMS000]	 & castidad uesta ae. Dios dela divinacion apollo inis. Diosa dela divinacion themis
150	DHL	1495	1495	Salamanca	Impresor de la Gramática de Nebrija	Madrid: Biblioteca Nacional de España  [INC/1778 (2)]	HSMS-0120-0001	1495 ad quem	1495 ad quem	Dictionarium hispano-latinum	Antonio de Nebrija		47r-b(33)	ardor Encenderse en ira succenseo es. Encendimiento en ira excandescentia ae. Encenderse en	huego <fuego·PUNCT> [NCMS000·PUNCT]	 ignesco is. Encendido en huego iguitus a um Encendida mente inflammanter Encensio macħo thus
151	DHL	1495	1495	Salamanca	Impresor de la Gramática de Nebrija	Madrid: Biblioteca Nacional de España  [INC/1778 (2)]	HSMS-0120-0001	1495 ad quem	1495 ad quem	Dictionarium hispano-latinum	Antonio de Nebrija		47r-b(34)	. Encendimiento en ira excandescentia ae. Encenderse en huego ignesco is. Encendido en	huego <fuego·PUNCT> [NCMS000·PUNCT]	 iguitus a um Encendida mente inflammanter Encensio macħo thus masculum Encensio pequeño thusculum i .
152	DHL	1495	1495	Salamanca	Impresor de la Gramática de Nebrija	Madrid: Biblioteca Nacional de España  [INC/1778 (2)]	HSMS-0120-0001	1495 ad quem	1495 ad quem	Dictionarium hispano-latinum	Antonio de Nebrija		47v-b(6)	cooptatio Encrespar hazer crespo crispo as. Encrespadura assi crispatio onis Encrespar los cabellos con	huego <fuego·PUNCT> [NCMS000·PUNCT]	 ustulo as Encresparlos enesta manera calamistro as. Encrespador hierro para esto calamistrum i .
153						  []							-()		he <fe> [NCFS000]	 Hato de cabras capralia ae. Hato de ieguas equaria ae. Hato de puercos
154	DHL	1495	1495	Salamanca	Impresor de la Gramática de Nebrija	Madrid: Biblioteca Nacional de España  [INC/1778 (2)]	HSMS-0120-0001	1495 ad quem	1495 ad quem	Dictionarium hispano-latinum	Antonio de Nebrija		59r-a(11)	bestias rana ae. Haz por batalla acies aciei Haz por la cara facies faciei	Hazalejas <fazaleja·PUNCT> [NCFP000·PUNCT]	 mantile mantilis Haz de otra cualquier cosa superficies Hazaña facinus facinoris Hazaña en mal pessimum
155	DHL	1495	1495	Salamanca	Impresor de la Gramática de Nebrija	Madrid: Biblioteca Nacional de España  [INC/1778 (2)]	HSMS-0120-0001	1495 ad quem	1495 ad quem	Dictionarium hispano-latinum	Antonio de Nebrija		59r-b(16)	onis actio onis Hazino o mezquino misellus a um Hebra raiz delgada sibra ae .	Hebrero <febrero> [NCMS000]	 mes februarius ij. He adverbio para demostrar en ecce He aqui adverbio en ecce
156						  []							-()		he <fe> [NCFS000]	 hi Hedor de cabron o sobaquina tragus i. Hedor de piedra sufre mephitis is
157	DHL	1495	1495	Salamanca	Impresor de la Gramática de Nebrija	Madrid: Biblioteca Nacional de España  [INC/1778 (2)]	HSMS-0120-0001	1495 ad quem	1495 ad quem	Dictionarium hispano-latinum	Antonio de Nebrija		59v-b(19)	bestia solea ferrea Herrar bestias calceo ueterinas Herrador de bestias calceator ueterinarius Herrar ganado con	huego <fuego·PUNCT> [NCMS000·PUNCT]	 inuro is. Herrar otra cosa ferro munio is. Herrada cosa assi ferratus a
158	DHL	1495	1495	Salamanca	Impresor de la Gramática de Nebrija	Madrid: Biblioteca Nacional de España  [INC/1778 (2)]	HSMS-0120-0001	1495 ad quem	1495 ad quem	Dictionarium hispano-latinum	Antonio de Nebrija		60r-b(26)	aui. Hincħimiento assi ingurgitatio onis Hincħir recalcando farcio is infercio Hincħimiento assi faccimen inis	Hiniestra <finiestra·PUNCT> [NCFS000·PUNCT]	 fenestra fenestrae Hiniestra pequeña fenestella ae. Hinojo ierva conocida feniculum i. Hinojo en
159	DHL	1495	1495	Salamanca	Impresor de la Gramática de Nebrija	Madrid: Biblioteca Nacional de España  [INC/1778 (2)]	HSMS-0120-0001	1495 ad quem	1495 ad quem	Dictionarium hispano-latinum	Antonio de Nebrija		60r-b(27)	assi ingurgitatio onis Hincħir recalcando farcio is infercio Hincħimiento assi faccimen inis Hiniestra fenestra fenestrae	Hiniestra <finiestra> [NCFS000]	 pequeña fenestella ae. Hinojo ierva conocida feniculum i. Hinojo en griego marathrum i
160	DHL	1495	1495	Salamanca	Impresor de la Gramática de Nebrija	Madrid: Biblioteca Nacional de España  [INC/1778 (2)]	HSMS-0120-0001	1495 ad quem	1495 ad quem	Dictionarium hispano-latinum	Antonio de Nebrija		60r-b(43)	Hogar lugar del fuego focus i. Hogar pequeño foculus i. Hoguera llamas de	huego <fuego·PUNCT> [NCMS000·PUNCT]	 incendium Hoguera en griego pyra ae. Hoguera para quemar muerto rogus i. Hoio
161	DHL	1495	1495	Salamanca	Impresor de la Gramática de Nebrija	Madrid: Biblioteca Nacional de España  [INC/1778 (2)]	HSMS-0120-0001	1495 ad quem	1495 ad quem	Dictionarium hispano-latinum	Antonio de Nebrija		60v-b(41)	Hossario este mesmo xerolophum i. Hostigar fustigo as instigo as. Hostigamiento fustigatio instigatio	Huego <fuego> [NCMS000]	 el elemento ignis ignis. Huego pequeño igniculus i. Huego como hoguera incendium pyra
162	DHL	1495	1495	Salamanca	Impresor de la Gramática de Nebrija	Madrid: Biblioteca Nacional de España  [INC/1778 (2)]	HSMS-0120-0001	1495 ad quem	1495 ad quem	Dictionarium hispano-latinum	Antonio de Nebrija		60v-b(42)	Hostigar fustigo as instigo as. Hostigamiento fustigatio instigatio Huego el elemento ignis ignis .	Huego <fuego> [NCMS000]	 pequeño igniculus i. Huego como hoguera incendium pyra ae. Huego de alquitran naphtha
163	DHL	1495	1495	Salamanca	Impresor de la Gramática de Nebrija	Madrid: Biblioteca Nacional de España  [INC/1778 (2)]	HSMS-0120-0001	1495 ad quem	1495 ad quem	Dictionarium hispano-latinum	Antonio de Nebrija		60v-b(43)	. Hostigamiento fustigatio instigatio Huego el elemento ignis ignis. Huego pequeño igniculus i .	Huego <fuego> [NCMS000]	 como hoguera incendium pyra ae. Huego de alquitran naphtha ae. Huego de sant
164	DHL	1495	1495	Salamanca	Impresor de la Gramática de Nebrija	Madrid: Biblioteca Nacional de España  [INC/1778 (2)]	HSMS-0120-0001	1495 ad quem	1495 ad quem	Dictionarium hispano-latinum	Antonio de Nebrija		60v-b(44)	ignis ignis. Huego pequeño igniculus i. Huego como hoguera incendium pyra ae .	Huego <fuego> [NCMS000]	 de alquitran naphtha ae. Huego de sant anton ignis sacer Huego de sant anton
165	DHL	1495	1495	Salamanca	Impresor de la Gramática de Nebrija	Madrid: Biblioteca Nacional de España  [INC/1778 (2)]	HSMS-0120-0001	1495 ad quem	1495 ad quem	Dictionarium hispano-latinum	Antonio de Nebrija		60v-b(45)	i. Huego como hoguera incendium pyra ae. Huego de alquitran naphtha ae .	Huego <fuego> [NCMS000]	 de sant anton ignis sacer Huego de sant anton en griego hieramiosos i. Huego
166	DHL	1495	1495	Salamanca	Impresor de la Gramática de Nebrija	Madrid: Biblioteca Nacional de España  [INC/1778 (2)]	HSMS-0120-0001	1495 ad quem	1495 ad quem	Dictionarium hispano-latinum	Antonio de Nebrija		60v-b(46)	pyra ae. Huego de alquitran naphtha ae. Huego de sant anton ignis sacer	Huego <fuego> [NCMS000]	 de sant anton en griego hieramiosos i. Huego de sant marçal lo mesmo es
167	DHL	1495	1495	Salamanca	Impresor de la Gramática de Nebrija	Madrid: Biblioteca Nacional de España  [INC/1778 (2)]	HSMS-0120-0001	1495 ad quem	1495 ad quem	Dictionarium hispano-latinum	Antonio de Nebrija		60v-b(47)	Huego de sant anton ignis sacer Huego de sant anton en griego hieramiosos i .	Huego <fuego> [NCMS000]	 de sant marçal lo mesmo es Huelgo por aliento spiritus us animaae. hu ja
168	DHL	1495	1495	Salamanca	Impresor de la Gramática de Nebrija	Madrid: Biblioteca Nacional de España  [INC/1778 (2)]	HSMS-0120-0001	1495 ad quem	1495 ad quem	Dictionarium hispano-latinum	Antonio de Nebrija		62r-b(7)	i. Jerva cualquiera herba ae. Jerva en griego botane es. Jesca de	huego <fuego·PUNCT> [NCMS000·PUNCT]	 fomes itis esca ae. Jesca de hongo fungus aridus Jesso especie de piedra gypsum
169	DHL	1495	1495	Salamanca	Impresor de la Gramática de Nebrija	Madrid: Biblioteca Nacional de España  [INC/1778 (2)]	HSMS-0120-0001	1495 ad quem	1495 ad quem	Dictionarium hispano-latinum	Antonio de Nebrija		81v-b(32)	oris Pintor de ombres anthropographus i. Pintura de ombres anthropographia ae. Pintor con	huego <fuego·PUNCT> [NCMS000·PUNCT]	 erlcaustes ae. Pintada cosa assi encaustus a um Pintura desta manera encaustum i .
170	DHL	1495	1495	Salamanca	Impresor de la Gramática de Nebrija	Madrid: Biblioteca Nacional de España  [INC/1778 (2)]	HSMS-0120-0001	1495 ad quem	1495 ad quem	Dictionarium hispano-latinum	Antonio de Nebrija		82v-a(13)	ae. Poderoso en armas armipotens tis. Poderoso enla guerra bellipotens tis Poderoso enel	huego <fuego·PUNCT> [NCMS000·PUNCT]	 ignipotens tis Poderoso en todo omnipotens cunctipotens Poder assi omnipotentia cunctipotentia Podrecerse putreo es putresco
171	DHL	1495	1495	Salamanca	Impresor de la Gramática de Nebrija	Madrid: Biblioteca Nacional de España  [INC/1778 (2)]	HSMS-0120-0001	1495 ad quem	1495 ad quem	Dictionarium hispano-latinum	Antonio de Nebrija		85v-a(5)	mundo as. Purgacion assi purgatio onis Purgatorio de animas purgatorium ij. Purgatorio de	huego <fuego·PUNCT> [NCMS000·PUNCT]	 ignis lustralis Purgatorio en griego catharterium ij. Purgativa cosa que purga purgatorius a um
172	DHL	1495	1495	Salamanca	Impresor de la Gramática de Nebrija	Madrid: Biblioteca Nacional de España  [INC/1778 (2)]	HSMS-0120-0001	1495 ad quem	1495 ad quem	Dictionarium hispano-latinum	Antonio de Nebrija		93v-b(12)	Señalar signo as designo as insignio is. Señalar noto as denoto annoto Señalar con	huego <fuego·PUNCT> [NCMS000·PUNCT]	 inuro is inussi Señal de hierro assi inustio onis Señalado en bien o mal insignis
173	DHL	1495	1495	Salamanca	Impresor de la Gramática de Nebrija	Madrid: Biblioteca Nacional de España  [INC/1778 (2)]	HSMS-0120-0001	1495 ad quem	1495 ad quem	Dictionarium hispano-latinum	Antonio de Nebrija		104v-a(19)	distichi Versos cuatro tetrastichum i. Verso uno solo monostichum i. Vesta diosa del	huego <fuego·PUNCT> [NCMS000·PUNCT]	 uesta ae. Vestal cosa de aquesta uestalis e. Veste lo mesmo es que
174	DHL	1495	1495	Salamanca	Impresor de la Gramática de Nebrija	Madrid: Biblioteca Nacional de España  [INC/1778 (2)]	HSMS-0120-0001	1495 ad quem	1495 ad quem	Dictionarium hispano-latinum	Antonio de Nebrija		105r-a(47)	Viento enla morea olympias ae. Viento en apulia iapyx gis. Viento de mediado	hebrero <febrero·PUNCT> [NCMS000·PUNCT]	 ornythias ae. Viernes dies ueneris feria sexta Viga para edificio tignus i tignum i
175	GEN	1495-10-10	1495-10-10	Pamplona	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [INC/1335]	HSMS-0139-0003	1494-08-15 ad quem	1494-08-15 ad quem	Tratado de la fisionomía en breve suma contenida	Michaelus Scotus	desconocido	53r-a(31)	bien que por los ojos veemos & por los oydos oymos Onde si alguno dixiese	hulano <fulano> [NCMS000]	 vee por que tiene ojos seria touido por necio & assi del viejo por las
176	GOR	1495-04-18	1495-04-18	Sevilla	Meinardo Ungut y Estanislao Polono	Madrid: Biblioteca Nacional de España  [INC/2438]	HSMS-0097-0001	1400 ca.	1410 ca.	Lilio de medicina	Bernardo de Gordonio	desconocido	126v-a(28)	cibo mala muerte morra Que sy al corrompimiento añade otro corrompimiento ayna le aparejen la	huessa <fosa·PUNCT> [NCFS000·PUNCT]	 ¶ Todas estas cosas seran mas llenas enel capitulo siguiente a donde sera tractado el
177	GOR	1495-04-18	1495-04-18	Sevilla	Meinardo Ungut y Estanislao Polono	Madrid: Biblioteca Nacional de España  [INC/2438]	HSMS-0097-0001	1400 ca.	1410 ca.	Lilio de medicina	Bernardo de Gordonio	desconocido	152r-a(25)	en ella E sy estos non se fallaren naturales faganse por artificio o fagan vna	huessa <fosa> [NCFS000]	 en carbones encendidos de junipero & despues pongan parrilla de fierro encima & derramen yezgos
178	GYG	1495 ca.	1495 ca.	Lérida	Enrique Botel	Madrid: Biblioteca Nacional de España  [INC/382]	HSMS-0111-0001	1480 ca.	1486 ad quem	Grimalte y Gradissa	Juan de Flores		29v-a(15)	por quien tales y tantas cosas he perdido ni se con que ciegos oios te	he <fe> [NCFS000]	 mirado hasta aqui que por cierto todo aquello que agora me veo en aquell tiempo
179	REP	1495-06-10	1495-06-10	Zaragoza	Pablo Hurus	Madrid: Biblioteca Nacional de España  [INC/2470(2)]	HSMS-0472-0001	1492-08-13 ad quem	1492-08-13 ad quem	Repertorio de los tiempos	Andrés de Li		7r-a(8)	¶ Huuiendo pues nunma pompilio como ya es dicho crecido enel año a enero &	hebrero <febrero·PUNCT> [NCMS000·PUNCT]	 mando que fuesse el primer mes del año enero dende adelante & llamo lo jenero
180	REP	1495-06-10	1495-06-10	Zaragoza	Pablo Hurus	Madrid: Biblioteca Nacional de España  [INC/2470(2)]	HSMS-0472-0001	1492-08-13 ad quem	1492-08-13 ad quem	Repertorio de los tiempos	Andrés de Li		27v-a(2)	aquario l ij e m d f Sant ylario obispo n x g kalendas de	hebrero <febrero·PUNCT> [NCMS000·PUNCT]	 o A Sant bonifacio obispo p xviij b Sant marcelio papa & martir q vij
181	AXE	1496 a quo	1499 ad quem	Salamanca	Lope Sanz y Leonardo Hutz	Madrid: Biblioteca Nacional de España  [INC/510]	HSMS-0408-0001	1499 ca. ad quem	1499 ca. ad quem	Epigrama	Francisco Quirós		11v-a(6)	aparto delos huessos en sintiendo el tormento de aquella pestilencia lanzo se en vn gran	huego <fuego> [NCMS000]	 en aquella silua inclita donde murio despues deianira inoscente dellos desque supo la muerte del
182	AXE	1496 a quo	1499 ad quem	Salamanca	Lope Sanz y Leonardo Hutz	Madrid: Biblioteca Nacional de España  [INC/510]	HSMS-0408-0001	1499 ca. ad quem	1499 ca. ad quem	Epigrama	Francisco Quirós		24v-a(25)	a casa os digan sino que bien predico el fraile mas preguntadles si vieron a	hulano <fulano> [NCMS000]	 y a hulana y lo que sobre si leuauan que yos prometo de mejor razon
183	AXE	1496 a quo	1499 ad quem	Salamanca	Lope Sanz y Leonardo Hutz	Madrid: Biblioteca Nacional de España  [INC/510]	HSMS-0408-0001	1499 ca. ad quem	1499 ca. ad quem	Epigrama	Francisco Quirós		24v-a(26)	digan sino que bien predico el fraile mas preguntadles si vieron a hulano y a	hulana <fulano> [NCFS000]	 y lo que sobre si leuauan que yos prometo de mejor razon y mas cumplida
184	ENC	1496-06-20	1496-06-20	Salamanca	Juan de Porras	Madrid: Real Academia Española  [I-8 (1)]	HSMS-0190-0155	1496-06-20 ad quem	1496-06-20 ad quem	Villancico «Dime zagal que has avido»	Juan del Encina		99v-a(7)	yo te juro a buena fe que nunca tal cosa fue ni yo nunca tal	he <fe> [NCFS000]	 vido Uen ven aca desalmado di me do queda el ganado como vienes desmayado ques
185	ENC	1496-06-20	1496-06-20	Salamanca	Juan de Porras	Madrid: Real Academia Española  [I-8 (1)]	HSMS-0190-0162	1496-06-20 ad quem	1496-06-20 ad quem	Villancico «Quién te trajo caballero»	Juan del Encina		102v-a(34)	he te la perseguido hasta deslindar su gala y otra que dizen Pascuala de muy	huerte <fuerte> [AQ0CS0]	 gestadura trayo agora en aventura Triste de mi desdichado sin ventura soy perdido que me
186	ENC	1496-06-20	1496-06-20	Salamanca	Juan de Porras	Madrid: Real Academia Española  [I-8 (1)]	HSMS-0190-0168	1492	1492	Égloga representada en la noche de la natividad de Nuestro Salvador	Juan del Encina		106r-a(18)	precio contentaros que nadie de nuestra aldea todos deven alabaros pero quien sabra loaros por	huerte <fuerte> [AQ0CS0]	 zagal que sea Pues si digo de nuestramo por quien os devemos mas cuantes yo
187	ENC	1496-06-20	1496-06-20	Salamanca	Juan de Porras	Madrid: Real Academia Española  [I-8 (1)]	HSMS-0190-0170	1492	1492	Égloga representada en la misma noche de Navidad	Juan del Encina		107v-b(3)	oymos la grolla del celis deo Sonavan con gran dulçor vnos sones agudillos de muy	huertes <fuerte> [AQ0CP0]	 caramillos al nacer del redentor Juan nacio nuestro salvador por librar nuestra pelleja o que
188	ENC	1496-06-20	1496-06-20	Salamanca	Juan de Porras	Madrid: Real Academia Española  [I-8 (1)]	HSMS-0190-0178	1493	1493	Égloga representada en la noche postrera de Carnal	Juan del Encina		112v-a(15)	te lo seguro y aun te juro donde fuere su pendon que no falte coraçon	huerte <fuerte> [AQ0CS0]	 y duro quel es fortaleza y muro Bras y aun con esso no me curo
189	ENC	1496-06-20	1496-06-20	Salamanca	Juan de Porras	Madrid: Real Academia Española  [I-8 (1)]	HSMS-0190-0178	1493	1493	Égloga representada en la noche postrera de Carnal	Juan del Encina		112v-a(30)	despierte Bras digo hey tiene gran cariño al rey y el rey le quiere muy	huerte <fuerte·PUNCT> [AQ0CS0·PUNCT]	 Y por el se nos destierra a la guerra Beneyto alla bolara su fama Bras
190	ENC	1496-06-20	1496-06-20	Salamanca	Juan de Porras	Madrid: Real Academia Española  [I-8 (1)]	HSMS-0190-0181	1493	1493	Égloga representada en la misma noche de Antruejo o carnestolendas	Juan del Encina		113v-b(9)	desllome Beneyto miafe bras a mi espanto me de tal suerte que aunque cenemos muy	huerte <fuerte> [AQ0CS0]	 juro te que ella nos dome Bras Adonde la viste estar Beneyto vi la andar
191	ENC	1496-06-20	1496-06-20	Salamanca	Juan de Porras	Madrid: Real Academia Española  [I-8 (1)]	HSMS-0190-0181	1493	1493	Égloga representada en la misma noche de Antruejo o carnestolendas	Juan del Encina		114r-a(3)	cuarenta dias yo dudo quel se levante \ cxj Uieras los ajos guerreros con morteros	huerte <fuerte> [AQ0CS0]	 mente encasquetados saltando por essos prados muy ligeros con lanças y majaderos los gallos por
192	ENC	1496-06-20	1496-06-20	Salamanca	Juan de Porras	Madrid: Real Academia Española  [I-8 (1)]	HSMS-0190-0181	1493	1493	Égloga representada en la misma noche de Antruejo o carnestolendas	Juan del Encina		114r-a(33)	por alli assomar Beneyto Carean de cara aca Bras miafe ha Beneyto da les muy	huertes <fuerte> [AQ0CP0]	 apitos que los aturries a gritos Bras bien sera anda zagales anda lloriente quereys que
193	ENC	1496-06-20	1496-06-20	Salamanca	Juan de Porras	Madrid: Real Academia Española  [I-8 (1)]	HSMS-0190-0181	1493	1493	Égloga representada en la misma noche de Antruejo o carnestolendas	Juan del Encina		114r-b(49)	despues ques vaquero y dis lloriente ovegero Pedruelo yo quiero ser el postrero por sorver	huerte <fuerte> [AQ0CS0]	 mente a mi prazer pues que yo traxe el apero lloriente Beneyto pues sos vmano
194	ENC	1496-06-20	1496-06-20	Salamanca	Juan de Porras	Madrid: Real Academia Española  [I-8 (1)]	HSMS-0190-0182	1493	1493	Villancico «Hoy comamos y bebamos»	Juan del Encina		114v-b(18)	beveremos que mañana ayunaremos Fin Tomemos oy gasajado que mañana vien la muerte bevamos comamos	huerte <fuerte> [AQ0CS0]	 vamonos carra el ganado no perderemos bocado que comiendo nos yremos y mañana ayunaremos HSMS-0190-0183
195	ENC	1496-06-20	1496-06-20	Salamanca	Juan de Porras	Madrid: Real Academia Española  [I-8 (1)]	HSMS-0190-0184	1493	1493	Representación en recuesta de unos amores	Juan del Encina		115r-a(40)	gala que dos de las de mayor beldad Pascuala essos que soys de ciudad perchufays	huerte <fuerte> [AQ0CS0]	 de nos Escudero Desso no tengas temor por mi vida pastorcica que te haga presto
196	ENC	1496-06-20	1496-06-20	Salamanca	Juan de Porras	Madrid: Real Academia Española  [I-8 (1)]	HSMS-0190-0184	1493	1493	Representación en recuesta de unos amores	Juan del Encina		115r-b(40)	te quiero tanto Mingo juro te a san junco santo que la quiero yo mas	huerte <fuerte·PUNCT> [AQ0CS0·PUNCT]	 Escudero Que aprovecha tu querer que no tienes que le dar y la fe y
197	ENC	1496-06-20	1496-06-20	Salamanca	Juan de Porras	Madrid: Real Academia Española  [I-8 (1)]	HSMS-0190-0187	1493	1493	Égloga representada por las mismas personas: Mingo, Gil y Pascuala	Juan del Encina		117v-b(1)	pascuala no ay porque que nunca criada fue sino en terruño grossero Mingo Es tan	huerte <fuerte> [AQ0CS0]	 zagalejo miafe menga el amorio que con su gran poderio haze mudar el pellejo haze
198	ENC	1496-06-20	1496-06-20	Salamanca	Juan de Porras	Madrid: Real Academia Española  [I-8 (1)]	HSMS-0190-0187	1493	1493	Égloga representada por las mismas personas: Mingo, Gil y Pascuala	Juan del Encina		117v-b(8)	viejo y al grossero muy polido y al muy feo muy garrido y al muy	huerte <fuerte> [AQ0CS0]	 muy sobejo Haze tornar al cruel quando quiere piadoso haze lo amargo sabroso haze que
199	AXP	1497	1497	Burgos	Fadrique de Basilea	Madrid: Biblioteca Nacional de España  [INC/543]	HSMS-0389-0001	1496-10-08 ad quem	1496-10-08 ad quem	Libro del Anticristo	desconocido		21v-a(26)	de su enemigo Capitulo xviij como el Anticristo hara imprimir y señalar el caracter del	huego <fuego> [NCMS000]	 a los judios enlas fruentes y manos derechas. EL caracter siquier señal de fuego
200	AXP	1497	1497	Burgos	Fadrique de Basilea	Madrid: Biblioteca Nacional de España  [INC/543]	HSMS-0389-0001	1496-10-08 ad quem	1496-10-08 ad quem	Libro del Anticristo	desconocido		40r-a(12)	frontibus suis &c. quiere dezir hara el antixpisto leuar el caracter o señal de	huego <fuego> [NCMS000]	 enlas manos drechas o en medio las fruentes alos grandes pequeños pobres y ricos sieruos
