Nº	Códice	Fecha Inicio Códice	Fecha Fin Códice	Lugar	Copista/Impresor	Biblioteca	Obra	Fecha Inicio Obra	Fecha Fin Obra	Título	Autor	Traductor	Folio	Contexto previo	Término Buscado <Lema> [Etiqueta]	Contexto posterior
139	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		82r-a(15)	tierras callentes sean de poner por otubre y nouiembre y enlas templadas por enero y	hebrero <febrero> [NCMS000]	 y março y enlas frias por parte de abril con tal que sila planta que
140	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		82r-a(18)	y flaca sea por la primauera que sera segund el aparejo dela tierra o por	hebrero <febrero> [NCMS000]	 o março o antes o despues segund paresciere Los morales son de dos suertes vnos
141	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		83r-a(16)	Los tiempos para ponerlos son dos que si es tierra fria los pueden poner por	hebrero <febrero> [NCMS000]	 y enero y avn por março y si callente por otubre y nouiembre y si
142	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		83r-a(41)	altos y mondenlos mucho que no les dexen nada de reuiejos Anse de enxerir por	hebrero <febrero> [NCMS000]	 y reciben en si quasi toda manera de aruoles y tienen esta excelencia que toda
143	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		84r-a(37)	regar los ponen por otubre y nouiembre y si es tierra fria por enero y	hebrero <febrero> [NCMS000]	 y março mas si se pueden regar quando chicos mejor postura es dellos por la
144	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		85v-a(23)	se haran mas alegres y frutiferos Los tiempos para los poner mas proprios son por	hebrero <febrero> [NCMS000]	 y março y los que de simiente se ponen se pueden bien plantar si es
145	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		86r-a(13)	dela yglesia mayor Su trasponer dellos sea en las tierras muy callentes por desde mediado	hebrero <febrero> [NCMS000]	 hasta mediado março y enlas templadas desde mediado março hasta el fin y enlas algo
146	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		86r-a(21)	rieguen o con agua reziente de fuente o de pozo o que este tibia al	huego <fuego·PUNCT> [NCMS000·PUNCT]	 Quieren mucha lauor que sean cauados muchas vezes y lleuaran mas grueso fruto silos riegan
147	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		87v-a(26)	de ramo se an de poner es por enero y si es tierra fria por	hebrero <febrero·PUNCT> [NCMS000·PUNCT]	 y si de nuezes los ponen que es la mejor postura avn que de ramo
148	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		87v-a(28)	se pueden poner desde que se an cogido hasta todo el mes de enero y	hebrero <febrero> [NCMS000]	 auiendo consideracion que si la tierra fuere callente los pongan por nouiembre y si fria
149	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		87v-a(29)	si la tierra fuere callente los pongan por nouiembre y si fria por enero o	hebrero <febrero> [NCMS000]	 mas las que por nouiembre se ponen esten algund dia al sol porque seles enxugue
150	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		87v-a(37)	en ella y doblara y de alli echara muchas rayzes y las que ponen por	hebrero <febrero> [NCMS000]	 esten dos dias antes amojar en vn poco de agua para que nazcan mas presto
151	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		88r-a(9)	postura por el inuierno y si fria o donde se pueda regar por enero y	hebrero <febrero> [NCMS000]	 y avn si es muy frio lugar por parte de março y mientra mas vezes
152	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		88v-a(22)	para en cosas crudas Lo anejo dellos daña la garganta y es bueno contra el	huego <fuego> [NCMS000]	 que llaman desantanton y ala erisipila que es alhombra Las hojas majadas sacando su çumo
153	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		89v-a(28)	y seca o enxuta y onde no se an de regar sea por nouiembre o	hebrero <febrero> [NCMS000]	 y si tierra humida o fria o donde se puede regar por março abril y
154	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		89v-a(29)	o donde se puede regar por março abril y avn mayo y enlo templado por	hebrero <febrero·PUNCT> [NCMS000·PUNCT]	 La principal manera de poner es de baruado estos se hazen delos pinpollos que echa
155	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		92v-a(26)	sangre alas mugeres Es bueno aquel çumo alas llagas que manan podre y para el	huego <fuego> [NCMS000]	 que llaman de sant anton y hecho enplasto delas hojas majadas aprieta el cabello sana
156	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		93r-a(14)	troxes por amor delos ratones Trayendolo enla boca aprieta los dientes y aprouecha mucho al	huego <fuego> [NCMS000]	 de sant anton y para lauar alas criaturas el vientre y ponerselo encima por el
157	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		95v-a(27)	otros De mesa se enxeren quando las puas comiençan a hinchar las yemas o por	hebrero <febrero> [NCMS000]	 o por março y avn que se pueden enxerir quando estan en flor o en
158	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		96v-a(22)	y por el mes de nouiembre y enlas tierras frias y humidas se ponen por	hebrero <febrero> [NCMS000]	 y março La manera del poner es que onde quiera que los an de sembrar
159	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		96v-a(26)	queden cubiertos a palmo y los piñones sean bien sazonados y sacados dela piña sin	huego <fuego·PUNCT> [NCMS000·PUNCT]	 dize Abencenif que antes que los siembren los pongan cinco dias en vrina de vn
160	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		97r-a(14)	estan bien sazonadas y dexarlas algund dia que se enxuguen y con vn poco de	huego <fuego> [NCMS000]	 se abren y luego las quiten y saquen los piñones y mejor es sacar los
161	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		97r-a(38)	e dicho enlos lugares callentes por otubre y nouiembre y enlos frios por enero y	hebrero <febrero·PUNCT> [NCMS000·PUNCT]	 De sus seruas estando bien maduras se ponen y se hazen muy buenos arboles y
162	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		97r-a(41)	estando bien maduras que es por otubre o nouiembre y enlas frias por enero y	hebrero <febrero> [NCMS000]	 y avn desde diziembre en adelante y por março y avn sila tierra no es
163	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		98r-a(2)	tierra es callente pueden los poner por otubre y nouiembre mas muy mejor es por	hebrero <febrero> [NCMS000]	 y março que la buena postura dellos es quando quieren començar a brotar que estan
164	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		98r-a(40)	si son para prouecho dela verga anse de podar por la menguante de enero o	hebrero <febrero> [NCMS000]	 antes que comiencen a brotar y lo mismo es en las minbres y las minbres
165	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		104v-a(2)	frias y humidas y lluuiosas y onde se riegan deuenlos sembrar por deziembre enero y	hebrero <febrero> [NCMS000]	 que conla lluuia y humor pudrense de antes puestos y si la tal tierra que
166	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		105r-a(23)	dias y mas presto nasce de simiente vieja que dela nueua puedenlo bien sembrar por	hebrero <febrero> [NCMS000]	 y dende adelante y por março y abril y mayo y avn por el estio
167	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		105v-a(6)	pie y avn delos ramillos hinchados nasce mas muy mejor de su simiente Siembrase por	hebrero <febrero> [NCMS000]	 y março no se quiere mucho regar ni labrar porque conel vicio no son de
168	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		105v-a(33)	simiente o de vnos cogollitos que al pie echan Puedense bien sembrar de simiente por	hebrero <febrero> [NCMS000]	 y dize columela que las deuen sembrar quando los granados estan en flor y avn
169	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		109v-a(12)	tanbien como onde pueden auer agua y para enlos tales lugares dize columella que en	hebrero <febrero> [NCMS000]	 hagan vnos sulcos hondos quasi vn pie y muy estercolados con estiercol bien podrido y
170	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		109v-a(35)	entre aquella tierra pongan las pepitas mojadas como dixe y esto se puede hazer por	hebrero <febrero> [NCMS000]	 y março y de noche cubran la era por los rocios y eladas y de
171	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		110v-a(15)	sembrar por septiembre otubre y por nouiembre y avn para tardio se puede sembrar por	hebrero <febrero> [NCMS000]	 y siembrenlas en dia claro y reposado y que si ser pudiere ande viento solano
172	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		111r-a(35)	tardias que se pueden bien sembrar por otubre y nouiembre y deziembre y avn por	hebrero <febrero> [NCMS000]	 para que vengan ala primauera Hanse de sembrar en sus eras para que se puedan
173	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		112v-a(47)	tanbien se puede plantar desus rayzes avn que son chiquitas trasponiendolas enteras y si por	hebrero <febrero> [NCMS000]	 lo quieren sembrar sea en cabo abrigado callente y si por março pueden lo poner
174	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		114v-a(41)	otubre y nouienbre y si fuere tierra fria o donde se ouiere de regar por	hebrero <febrero> [NCMS000]	 y março quieren tierra estercolada con estiercol bien podrido y tierra nueua y holgada para
175	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		115v-a(3)	todas las piedras y estando ansi arado enel inuierno podrira mucho la tierra y por	hebrero <febrero> [NCMS000]	 la tornen bien a arar y a quitar las piedras que mas ouiere y quebranten
176	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		116v-a(19)	que se puede bien sembrar por todo el año mas muy mejor por enero y	hebrero <febrero> [NCMS000]	 y março que en otro tiempo y tambien por el mes de setiembre y avn
177	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		116v-a(37)	cabellos que se caen quita los empeynes y sarna y majado con miel desarrayga el	huego <fuego> [NCMS000]	 de sant marçal verde y cozido conla carne es muy bueno y echado enla ensalada
178	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		118r-a(9)	las hojas del oregano y sus flores y escallentarlas bien en vn tiesto sobre el	huego <fuego> [NCMS000]	 a que se enxuguen desque bien callentes enbueluanlas en vn paño y ponganlos sobre la
179	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		118r-a(27)	humida Siembrase de simiente y su sembrar es principalmente porlos meses de diziembre henero y	hebrero <febrero> [NCMS000]	 março y por todo el año se puede sembrar algunos lo siembran abuelta de otras
180	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		119r-a(17)	lo otro Siembranse los puerros enlas tierras callentes por dizienbre y henero enlas frias por	hebrero <febrero> [NCMS000]	 y março y abril y al tienpo que las han de senbrar en sus eras
181	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		119r-a(24)	buenos ala primauera avn que no son tan grandes como los que se sienbran por	hebrero <febrero> [NCMS000]	 y março y los tales hanse de aporcar por el mes de dizienbre digo ponerlos
182	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		120r-a(10)	año excepto en los frios grandes del inuierno mas el mejor sembrar dellos es por	hebrero <febrero> [NCMS000]	 y vernan ala primauera o por el mes de agosto para el otoño y esta
183	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		120v-a(13)	en otros tiempos del año muy mejor enlos meses de nouiembre y diziembre enero y	hebrero <febrero> [NCMS000]	 y março quieren humidad y por eso estan bien cerca de acequias y arroyos son
184	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		121r-a(9)	este bien madura que es despues dela vendimia y enxugarla al sol y sembrarla por	hebrero <febrero> [NCMS000]	 en vna era bien estercolada con estiercol muy podrido y cubran la simiente con poca
185	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		121r-a(15)	encomiençan abrotar esto enlas tierras callentes se puede hazer por nouiembre y enlas frias por	hebrero <febrero> [NCMS000]	 y en todo cabo quando brotaren y corten las rayzes a pedaços cada vno de
186	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		121r-a(39)	alimpiar y mollir cada año y el mejor tiempo para ello es desde principio de	hebrero <febrero> [NCMS000]	 hasta cerca del fin del y alos blancos entre saquenles lo viejo siempre y desta
187	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		121r-a(41)	siempre y desta manera labrados duraran por muchos años y eneste tiempo del mes de	hebrero <febrero> [NCMS000]	 y enero es el mejor tiempo de todos para poner rosales de nueuo o renouar
188	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		124r-a(33)	dela simiente que lleua en su flor la qual se puede sembrar por henero y	hebrero <febrero> [NCMS000]	 y março y por setiembre y otubre y nouiembre puedenla sembrar en eras o si
189	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		124r-a(40)	que dixe se puede poner muy bien por otubre y nouiembre mas muy mejor por	hebrero <febrero·PUNCT> [NCMS000·PUNCT]	 y março Lo que mas a menester mondarla delos ramos reuiejos es vna yerua callente
190	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		124v-a(31)	para la auer de sembrar lo qual se haze desta manera es el tiempo por	hebrero <febrero> [NCMS000]	 y principio de março Tomen la simiente ocho o diez dias antes que las ayan
191	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		125v-a(30)	tiempo del año aviendo agua con que se rieguen muy mejor es por enero y	hebrero <febrero> [NCMS000]	 y março y enlas tierras frias por abril y enlas callentes por otubre y nouiembre
192	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		127r-a(22)	tiempo del estio estando la yerua seca es peligrosa para las colmenas si se enciende	huego <fuego> [NCMS000]	 y en todo tiempo la yerua impide alas abejas quando vienen cargadas con su lauor
193	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		127v-a(1)	tiros de vallesta delas colmenas o quasi porque muchas vezes se pega Libro quinto .	huego <fuego> [NCMS000]	 dela casa y por estar cerca se queman las colmenas y es bien que este
194	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		129r-a(35)	en fin salen en su perficion y esto se deue hazer por los meses de	hebrero <febrero> [NCMS000]	 y março y muy bien es tenerlo muy cubierto con aquellas yeruas olorosas Abencenif dize
195	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		134r-a(10)	nombres y avn hazese en diferentes tiempos y que el escarçar ha de ser por	hebrero <febrero> [NCMS000]	 o quasi entonce y el castrar por junio avn que vnos años es mas tardio
196	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		135v-a(3)	y porque los machos enlas ansares no se echan sobre los hueuos es bien por	hebrero <febrero> [NCMS000]	 y março pelarles las pechugas y entre piernas para auer prouecho dela pluma que en
197	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		144v-a(14)	dezir tal cosa porque el se contradize adelante enel libro duo decimo enla partida de	hebrero <febrero·PUNCT> [NCMS000·PUNCT]	 Dize mas columela que se han de echar las gallinas que seran mas ciertas que
198	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		147r-a(31)	ella hazen alcohol para los ojos y quita las lagañas y para las quemaduras del	huego <fuego> [NCMS000]	 y avn para el huego desantanton quita mucho el ardor si los soruen crudos aprouecha
199	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		147r-a(31)	ojos y quita las lagañas y para las quemaduras del huego y avn para el	huego <fuego> [NCMS000]	 desantanton quita mucho el ardor si los soruen crudos aprouecha mucho alas llagas dela vexiga
200	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		150v-a(38)	liquida dela que dixe arriba con vn poco de açufre molido y junto cozido al	huego <fuego·PUNCT> [NCMS000·PUNCT]	 Dize otra melezina Columela que tomen las cigutas ala prima uera quando no an echado
201	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		154v-a(34)	metan vn macho con las hembras que ha de tener que es por principio de	hebrero <febrero> [NCMS000]	 y entonce no va nada avn que no tengan grande largura pues no tienen colas
202	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		154v-a(42)	avn a quatro dias Encomiençan a tomar los machos alas pauas por el principio de	hebrero <febrero> [NCMS000]	 y si entonces les dan hauas tostadas callentes tienen mas virtud para engendrar lo qual
203	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		156r-a(33)	de comer porque tengan mucha fuerça El buen tomar delas puercas es por principio de	hebrero <febrero> [NCMS000]	 para que vengan aparir quando ay mucha yerua y vengan los cochinitos a gozar bien
204	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		159r-a(13)	y por esso enla ytalia tuestan la sal muy bien y la enxugan sobre el	huego <fuego> [NCMS000]	 y la muelen que la molida se pega y penetra mas que la gruessa y
205	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		159v-a(19)	buena y blanca abuelta y este ansi vn dia y otro dia derritanlo sobre vn	huego <fuego> [NCMS000]	 reposando con vn poco de agua abuelta y cuelenlo y lo que nadare sobre el
206	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		163v-a(46)	malicia y brio y esto es mejor que auerle de hazerle leuantar con heridas o	huego <fuego·PUNCT> [NCMS000·PUNCT]	 y siempre el que los domare Delas enfermedades del ganado vacuno \ Folio clxiiii .
207	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		167r-a(24)	lo todo junto hasta que se pare todo espesso y desque este cozido apartenlo del	huego <fuego> [NCMS000]	 y antes que se enfrie echenle buena cantidad de alumbre molida y mezclenlo bien y
208	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		167r-a(45)	parte onde esta el cuero pegado y sea al sol y sino le haze al	huego <fuego> [NCMS000]	 y tomen azeite callente y muy buen vino y conello enpapen aquella parte tirando siempre
209	GAH	1513	1513	Alcalá de Henares	Arnaldo Guillén de Brocar	Madrid: Biblioteca Nacional de España  [R/3867]	HSMS-0058-0001	1513	1513	Obra de agricultura	Gabriel Alonso de Herrera		167v-a(41)	poco antes o despues porque entonces estan gordas y tienen buena venta el comprar por	hebrero <febrero> [NCMS000]	 porque en aquel tiempo no se puede engañar dando demasiado Asi mismo antes que entre
